taxid,date,name
962110,4/10/2024,POLICING THE SUBWAY 2024
962110,4/1/2024,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
962110,3/28/2024,CLT-PROCEDURAL OPERATIONS
962110,3/15/2024,CLT - OATH VS. CRIMINAL COURT SUMMONS ROLL CALL TRAINING
962110,3/15/2024,CLT-DOMESTIC VIOLENCE TRAINING
962110,2/21/2024,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
962110,2/16/2024,"CLT-UNIFORMS, PERSONAL APPEARANCE AND EQUIPMENT"
962110,2/10/2024,CLT-DOCUMENTATION AND FORMS
962110,2/10/2024,CLT-PROCEDURAL OPERATIONS
962110,2/7/2024,CLT-DOMESTIC VIOLENCE TRAINING
962110,2/2/2024,"CLT-UNIFORMS, PERSONAL APPEARANCE AND EQUIPMENT"
962110,2/1/2024,AUTISM SPECTRUM DISORDER
962110,1/5/2024,AUGMENTED REALITY FEATURE
962110,1/5/2024,UNMANNED AIRCRAFT PERMIT: DRONES FOR PUBLIC USE
962110,12/29/2023,INVESTIGATIVE ENCOUNTERS SUMMARY: SQF MODULE 6
962110,12/29/2023,LGBTQIA PLUS - DIVERSITY AND INCLUSION
962110,12/29/2023,OPIOID DANGERS- FENTANYL AND CARFENTANIL
962110,12/29/2023,"POSSESSION OR INGESTION OF ANABOLIC STEROIDS, HUMAN GROWTH HORMONE, AND NUTRITIONAL SUPPLEMENTS"
962110,12/5/2023,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
962110,11/15/2023,EFFECTIVE COMMUNICATION SKILLS - DEAF OR HARD OF HEARING
962110,11/15/2023,ELDER ABUSE -2023 REFRESHER
962110,11/15/2023,INFORMATION SECURITY AWARENESS TRAINING - 2023
962110,11/15/2023,INVESTIGATIVE ENCOUNTERS 2023: MODULE 5 SQF LEVELS 3 AND 4
962110,11/15/2023,NYPD RECRUITMENT TRAINING VIDEO
962110,11/15/2023,TRAFFIC COURT TESTIMONY VIDEO
962110,11/15/2023,VEHICLE MOUNTED VIDEO SYSTEM
962110,10/5/2023,CPS NST AFTER-ACTION
962110,7/19/2023,CLT-PATROL TACTICS ROLLCALL TRAINING VIDEO SERIES
962110,6/21/2023,2023 EQUAL EMPLOYMENT OPPORTUNITY TRAINING-SEXUAL HARASSMENT AWARENESS AND PREVENTION
962110,6/9/2023,2023 LANGUAGE MATTERS - FOSTERING A POSITIVE WORK ENVIRONMENT
962110,6/9/2023,CRIMINAL JUSTICE REFORM ACT ROLL CALL TRAINING PART 1
962110,6/9/2023,"INVESTIGATIVE ENCOUNTERS 2023: MODULE 4 SQF LEVELS 2, 3 AND 4"
962110,5/9/2023,CLT-PROCEDURAL OPERATIONS
962110,3/28/2023,ESPER POLICY LIBRARY
962110,3/28/2023,INVESTIGATIVE ENCOUNTERS 2023: MODULE 3 SQF LEVEL 2
962110,3/23/2023,INFORMATION SECURITY CRIMINAL JUSTICE TRAINING 2023
962110,2/15/2023,INVESTIGATIVE ENCOUNTERS 2023: MODULE 2 SQF LEVEL 1
962110,2/15/2023,NYPD-U VOLUNTARY - INVOLUNTARY TRANSPORTS
962110,2/15/2023,RAISING THE LOWER AGE OF JUVENILE DELINQUENCY
962110,2/8/2023,CLT- RESPONDING TO COMMERCIAL ROBBERIES 2023
962110,2/2/2023,THE EMPLOYEE ASSISTANCE UNIT (EAU) IS HERE FOR YOU
962110,12/22/2022,CLT-VOLUNTARY - INVOLUNTARY TRANSPORTS
962110,12/15/2022,INVESTIGATIVE ENCOUNTERS 2023 - MODULE 1 INTRODUCTION TO SQF
962110,12/15/2022,LGBTQIA PLUS AWARENESS
962110,12/8/2022,CLT-LEGAL ISSUES
962110,12/6/2022,VIDEO 2 -TACTICAL CONSIDERATIONS FOR TRANSIT PATROL 2022 (PART 1)
962110,12/6/2022,VIDEO 3 - TACTICAL CONSIDERATIONS FOR TRANSIT PATROL 2022 (PART 2)
962110,12/6/2022,VIDEO 4 - PLATFORM SAFETY 2022
962110,12/2/2022,CLT-SEARCHING PRISONERS MODULE 2
962110,11/29/2022,VIDEO 1 - PATROLLING THE NYC SUBWAY SYSTEM 2022
962110,11/17/2022,CLT-LEGAL ISSUES
962110,11/12/2022,CLT-ENFORCEMENT ACTIONS
962110,11/8/2022,CLT-LEGAL ISSUES
962110,10/20/2022,CLT-DOCUMENTATION AND FORMS
962110,10/19/2022,BELT-WORN TRAUMA KIT REFRESHER TRAINING VIDEO-2022
962110,10/19/2022,PROCESSING CIVILIAN COMPLAINTS
962110,10/12/2022,"NEIGHBORHOOD SAFETY TEAM TRAINING, 7-DAY COURSE"
962110,10/7/2022,FTS - ANNUAL CEW RECERTIFICATION
962110,9/1/2022,NYPD JOUVERT  WEST INDIAN DAY
962110,8/28/2022,CLT-SPECIAL POPULATIONS
962110,8/25/2022,CLT-PROCEDURAL OPERATIONS
962110,8/19/2022,CLT-PROFESSIONAL DEVELOPMENT
962110,8/16/2022,CLT-NIBRS ROLL CALL TRAINING
962110,8/8/2022,CLT-SPECIAL POPULATIONS
962110,8/5/2022,NEW PERFORMANCE EVALUATION PROCESS
962110,8/5/2022,TACTICAL AWARENESS-SMARTPHONE SAFETY
962110,7/9/2022,CLT-PROCEDURAL OPERATIONS
962110,7/8/2022,CONVICTED OFFENDER DNA DATABANK SPECIMEN COLLECTION KIT
962110,7/6/2022,2022 EQUAL EMPLOYMENT OPPORTUNITY TRAINING-SEXUAL HARASSMENT AWARENESS AND PREVENTION
962110,7/6/2022,VEHICLE SEIZURE FORM
962110,7/2/2022,BEST PRACTICES IN STRUCTURED INTERVIEWING
962110,6/30/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 3: THE UNKNOWN RISK STOP
962110,6/30/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 4: THE HIGH-RISK STOP
962110,6/30/2022,PROHIBITED METHODS OF RESTRAINT
962110,6/29/2022,NATIONAL INCIDENT-BASED REPORTING SYSTEM (NIBRS) UPDATES TO THE OMNIFORM COMPLAINT SYSTEMV
962110,6/28/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 1: CONTROLLING THE STOP
962110,6/28/2022,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 2: PROHIBITED MANEUVERS
962110,6/28/2022,CRIMINAL JUSTICE REFORM ACT ROLL CALL TRAINING PART 2
962110,6/25/2022,CLT-NIBRS ROLL CALL TRAINING
962110,6/4/2022,CLT-PROCEDURAL OPERATIONS
962110,5/23/2022,CLT-SPECIAL POPULATIONS
962110,5/21/2022,CLT-DOCUMENTATION AND FORMS
962110,5/12/2022,CLT-SEARCHING PRISONERS MODULE 1
962110,5/4/2022,CLT-PROPERTY
962110,4/28/2022,CLT-SPECIAL POPULATIONS
962110,4/5/2022,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
962110,4/3/2022,CLT-SPECIAL POPULATIONS
962110,4/1/2022,CLT-SEARCHING PRISONERS MODULE 1
962110,4/1/2022,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
962110,3/12/2022,CLT-PROCEDURAL OPERATIONS
962110,3/10/2022,CLT-SPECIAL POPULATIONS
962110,3/10/2022,CLT-TACTICAL AWARENESS AND OFFICER SAFETY
962110,2/18/2022,CHILD SENSITIVE ARREST POLICY GUIDELINES AND PROCEDURES
962110,2/7/2022,CLT-SPECIAL POPULATIONS
962110,2/1/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 2"
962110,2/1/2022,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 3"
962110,1/28/2022,ILLEGAL EVICTIONS
962110,1/19/2022,CLT-SPECIAL POPULATIONS
962110,1/18/2022,CLT-SPECIAL POPULATIONS
962110,1/14/2022,CLT-EPERMIT SYSTEM
962110,1/14/2022,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - LEAVE TO EXPRESS BREAST MILK
962110,1/14/2022,NEIGHBORHOOD POLICING APPLICATION TRAINING VIDEO
962110,1/12/2022,IDENTIFYING THE IMPAIRED DRIVER
962110,1/12/2022,LOCAL LAW 45 OF 2021-TRAFFIC ENCOUNTERS
962110,1/7/2022,CLT-BWC POLICY UPDATES
962110,1/7/2022,CLT-EJUSTICE ORDER OF PROTECTION SEARCH
962110,12/14/2021,CLT-LEGAL ISSUES
962110,12/3/2021,CHEST SEAL DISTRIBUTION AND FAMILIARIZATION
962110,11/17/2021,DIGNITARY PROTECTION COURSE
962110,11/9/2021,ARRESTS - RELIGIOUS HEAD COVERING GUIDELINES (PG 208-83)
962110,11/9/2021,BODY-WORN CAMERA REVIEW PART ONE
962110,11/9/2021,BODY-WORN CAMERA REVIEW PART TWO
962110,11/9/2021,OPIOID OVERDOSE RECOGNITION AND NARCAN ADMINISTRATION -2021
962110,9/18/2021,INFORMATION SECURITY AWARENESS TRAINING 2021
962110,9/14/2021,ACTIVE BYSTANDERSHIP FOR LAW ENFORCEMENT (ABLE): ONE DAY COURSE
962110,9/10/2021,MAYOR EXECUTIVE ORDER 78 VACCINATION - TESTING COMPLIANCE POLICY
962110,8/4/2021,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - SEXUAL HARASSMENT AWARENESS AND PREVENTION 2021
962110,7/13/2021,CLT-PROCEDURAL OPERATIONS
962110,7/13/2021,INVESTIGATIVE ENCOUNTERS - STOP REPORT REFRESHER TRAINING
962110,7/6/2021,CLT-PROCEDURAL OPERATIONS
962110,7/3/2021,EMPLOYEE ASSISTANCE UNIT-2021
962110,6/30/2021,ADVANCED TACTICAL FIREARMS TRAINING COURSE
962110,6/30/2021,FTS - ANNUAL CEW RECERTIFICATION
962110,6/11/2021,CLT-LEGAL ISSUES
962110,6/3/2021,"CLT-UNIFORMS, PERSONAL APPEARANCE AND EQUIPMENT"
962110,6/2/2021,CLT-PROCEDURAL OPERATIONS
962110,6/1/2021,OVERVIEW OF THE NEW DISCOVERY LAWS 2021 REFRESHER
962110,6/1/2021,PATROL GUIDE 215-17 POLICE ACTIONS RELATED QUESTIONING ARRESTS AND INVESTIGATIONS AT A NYC DEPARTMEN
962110,5/19/2021,CLT-COMMUNITY ENGAGEMENT
962110,5/4/2021,CHILD SENSITIVE ARREST POLICY GUIDELINES AND PROCEDURES
962110,4/30/2021,HIGHWAY DRUG IMPAIRED DRIVING COURSE
962110,4/30/2021,HIGHWAY DRUG IMPAIRED DRIVING COURSE - LEGAL ISSUES
962110,4/30/2021,HIGHWAY PRELIMINARY BREATH TEST INSTRUMENT TRAINING - PBT
962110,4/1/2021,CLT-LEGAL ISSUES
962110,3/31/2021,EQUAL EMPLOYMENT OPPORTUNITY TRAINING - LGBTQIA+ DIVERSITY AND INCLUSION / EXECUTIVE ORDER 16 OF 201
962110,3/24/2021,DESK APPEARANCE TICKETS: THE NEW LAW AND THE NEW GUIDELINES FOR PROCESSING DAT'S - 2021 REFRESHER
962110,2/23/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 1, INTRODUCTION TO PRECINCT GREETER PROGRAM"
962110,2/23/2021,"CUSTOMER SERVICE PROGRAM:  ROLL CALL MODULE 2, COMMUNICATION SKILLS"
962110,2/23/2021,CUSTOMER SERVICE PROGRAM: HOW DID WE DO
962110,12/31/2020,CLT-INVESTIGATIONS
962110,12/23/2020,CLT-ENFORCEMENT ACTIONS
962110,12/10/2020,CLT-LEGAL ISSUES
962110,12/3/2020,2019-20 IN-SERVICE CYCLE - CRITICAL INCIDENT TACTICS AND DEVELOPING EFFECTIVE LEADERSHIP SKILLS
962110,12/1/2020,CLT-COMMUNICATION STRATEGIES AND AIDS
962110,12/1/2020,CLT-DOCUMENTATION AND FORMS
962110,11/13/2020,CLT-ENFORCEMENT ACTIONS
962110,10/20/2020,FTS - ANNUAL CEW RECERTIFICATION
962110,10/15/2020,CLT-LEGAL ISSUES
962110,9/7/2020,VICTIM BLAMING AND RELEASE OF INFORMATION TO THE MEDIA
962110,9/4/2020,CONSTITUTIONAL POLICING AT COMMUNITY EVENTS (CPACE)
962110,7/17/2020,CLT-PROCEDURAL OPERATIONS
962110,7/1/2020,"AXON BODY-WORN CAMERA TRAINING - CAMERA OPERATION, AXON VIEW AND EVIDENCE.COM (REQUIRED FOR LE4 COMM"
962110,7/1/2020,"EQUAL EMPLOYMENT OPPORTUNITY TRAINING - SEXUAL HARASSMENT, AWARENESS AND PREVENTION"
962110,7/1/2020,NEW LAWS AFFECTING POLICE OFFICERS’ CRIMINAL AND CIVIL LIABILITY
962110,7/1/2020,PATROL- POLYCARBONATE SHIELD
962110,6/30/2020,CLT-PROCEDURAL OPERATIONS
962110,6/26/2020,HEALTH AND WELLNESS SECTION - MODULE 16 - GRIEF AND COPING
962110,6/24/2020,HEALTH AND WELLNESS SECTION - MODULE 12 - IN THAT DARK PLACE - AN OFFICER'S JOURNEY
962110,6/24/2020,HEALTH AND WELLNESS SECTION - MODULE 13 - MINDFULNESS
962110,6/24/2020,HEALTH AND WELLNESS SECTION - MODULE 14 - FINANCIAL WELLNESS PART 1
962110,6/24/2020,HEALTH AND WELLNESS SECTION - MODULE 15 - FINANCIAL WELLNESS PART 2
962110,5/29/2020,EXECUTIVE HEALTH AND WELLNESS CONFERENCE - MODULE 1
962110,5/29/2020,EXECUTIVE HEALTH AND WELLNESS TRAINING - MODULE 10
962110,5/29/2020,EXECUTIVE HEALTH AND WELLNESS TRAINING - MODULE 2
962110,5/29/2020,EXECUTIVE HEALTH AND WELLNESS TRAINING - MODULE 7
962110,5/29/2020,EXECUTIVE HEALTH AND WELLNESS TRAINING - MODULE 8
962110,5/29/2020,EXECUTIVE HEALTH AND WELLNESS TRAINING - MODULE 9
962110,5/28/2020,COVID-19: PREPAREDNESS YOUR FAMILY AND HOME
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 1 - PSYCHOLOGICAL HEALTH AND WELLNESS
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 10 - SEEKING AND RECEIVING MENTAL HEALTH SUPPORT
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 11 - HEALTH AND RESILIENCY
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 2 - JOB COUNSELING AND STRESS
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 3 - WARNING SIGNS
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 4 - CUMULATIVE TRAUMA
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 5 - GAINING PERSPECTIVE
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 6 - COPING WITH SIGNS OF ANXIETY DEPRESSION
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 7 - LEADING WITH COMPASSION
962110,5/28/2020,"HEALTH AND WELLNESS SECTION - MODULE 8 - WARNING SIGNS, SUPPORT AND OUTREACH"
962110,5/28/2020,HEALTH AND WELLNESS SECTION - MODULE 9 - MANAGING STRESS ON THE JOB
962110,5/19/2020,COVID-19: PREPAREDENESS
962110,5/19/2020,COVID-19: PROTECTIVE MASKS
962110,5/9/2020,SAFETY CONSIDERATIONS FOR PATROLLING THE NYC SUBWAY SYSTEM -DANGERS OF THE PLATFORM EDGE
962110,2/25/2020,UTILIZING BALLISTIC PROTECTION IN DEPARTMENT VEHICLES (4:09)
962110,2/7/2020,CRIMINAL JUSTICE BUREAU - GIGLIO MATERIAL DISCLOSURES UNDER THE NEW DISCOVERY LAWS
962110,2/5/2020,CPS ANTI-CRIME RISK TRAINING
962110,1/18/2020,CROSSFIRE MITIGATION DURING CLOSE COMBAT INCIDENTS - PART 2
962110,1/18/2020,PROCESSING DISCOVERY MATERIAL IN THE FORMS ARREST FOLDER
962110,1/18/2020,SAFEGUARDING HOSPITALIZED PRISONERS
962110,1/15/2020,"CLT-UNIFORMS, PERSONAL APPEARANCE AND EQUIPMENT"
962110,1/14/2020,FTS - TACTICAL TRAINING CENTER 024 PCT - SESSION 2
962110,1/6/2020,CLT-PROCEDURAL OPERATIONS
962110,12/26/2019,CLT-LEGAL ISSUES
962110,12/26/2019,CLT-PROCEDURAL OPERATIONS
962110,12/12/2019,RESPONDING TO COMMERCIAL ROBBERIES PART LL - MODULE 1 AND MODULE 2
962110,12/11/2019,ACTIVITY LOG FOR IPHONE
962110,12/11/2019,CJB - DESK APPEARANCE TICKETS: THE NEW LAWS AND GUIDELINES FOR PROCESSING DATS
962110,12/11/2019,CJB - OVERVIEW OF THE NEW DISCOVERY LAWS
962110,12/11/2019,CROSSFIRE MITIGATION DURING CLOSE COMBAT INCIDENTS
962110,12/10/2019,FTS - ANNUAL CEW RECERTIFICATION
962110,11/26/2019,DISCHARGING YOUR FIREARM AT A MOVING THREAT
962110,11/26/2019,INCREASE OFFICER SAFETY DURING VEHICLE STOPS
962110,11/21/2019,CLT-DOCUMENTATION AND FORMS
962110,11/21/2019,CLT-PROCEDURAL OPERATIONS
962110,10/31/2019,CLT-PROCEDURAL OPERATIONS
962110,10/30/2019,SUCCESSFULLY DISARMING AN EMOTIONALLY DISTURBED PERSON
962110,10/23/2019,PRISONER ESCAPE WARNING SIGNS
962110,10/10/2019,CRIMINAL JUSTICE BUREAU - DNA TRAINING VIDEO
962110,10/10/2019,CRITICAL DECISION MAKING MODEL
962110,10/9/2019,FORCE POLICY UPDATE VIDEO
962110,10/3/2019,CLT-PROFESSIONAL DEVELOPMENT
962110,9/19/2019,MARIJUANA POLICY UPDATE
962110,9/6/2019,DOMESTIC VIOLENCE EDUCATION AND COUNSELING
962110,8/21/2019,SHIELD OF RESILIENCE TRAINING COURSE
962110,8/8/2019,RESPONDING TO COMMERCIAL ROBBERIES
