taxid,rank,date,shield_no,timestamp: 2025-03-26
972865,POLICE OFFICER,10/12/2021,5393
961093,POLICE OFFICER,1/6/2016,9551
927343,POLICE OFFICER,9/29/2000,19047
977326,POLICE OFFICER,7/5/2023,27963
945390,POLICE OFFICER,1/7/2008,24320
945390,DETECTIVE,4/24/2015,4778
963205,POLICE OFFICER,1/4/2017,23877
973663,POLICE OFFICER,12/29/2021,31091
973663,POLICE OFFICER,4/1/2022,12917
919551,POLICE OFFICER,4/15/1997,27032
928953,POLICE OFFICER,7/2/2001,22355
928953,DETECTIVE,10/25/2013,2298
928953,SERGEANT,1/31/2014,1726
928953,SGT DET SQUAD,10/31/2023,
961094,POLICE OFFICER,1/6/2016,14814
978708,POLICE OFFICER,1/3/2024,711
949472,POLICE OFFICER,7/6/2010,267
972168,POLICE OFFICER,7/7/2021,20508
957025,POLICE OFFICER,7/9/2014,6330
957025,DETECTIVE,12/21/2021,5465
975093,POLICE OFFICER,7/13/2022,21216
930942,POLICE OFFICER,7/1/2002,14240
930942,DETECTIVE,1/27/2017,3145
930942,SERGEANT,5/29/2020,5284
930942,SERGEANT,6/23/2020,2701
943668,POLICE OFFICER,1/10/2007,13462
943668,DETECTIVE,6/10/2021,1217
946106,POLICE OFFICER,1/7/2008,28034
955319,POLICE OFFICER,7/9/2013,506
970770,POLICE OFFICER,12/29/2020,7205
974422,POLICE OFFICER,4/13/2022,13130
972866,POLICE OFFICER,10/12/2021,5827
930943,POLICE OFFICER,7/1/2002,31175
930943,SERGEANT,7/27/2007,4220
930943,LIEUTENANT,10/26/2012,
930943,CAPTAIN,2/9/2022,
972867,POLICE OFFICER,10/12/2021,3459
978709,POLICE OFFICER,1/3/2024,728
978709,POLICE OFFICER,3/1/2024,12940
972169,POLICE OFFICER,7/7/2021,21496
946107,POLICE OFFICER,1/7/2008,30137
946107,DETECTIVE,8/22/2017,232
956160,POLICE OFFICER,1/8/2014,12895
961095,POLICE OFFICER,1/6/2016,15766
961095,DETECTIVE,7/30/2021,3916
964210,POLICE OFFICER,7/5/2017,26230
971180,POLICE OFFICER,2/24/2021,26751
962681,POLICE OFFICER,10/11/2016,23485
962681,DETECTIVE,1/26/2024,2465
970077,POLICE OFFICER,11/2/2020,23118
967250,POLICE OFFICER,1/3/2019,30069
973664,POLICE OFFICER,12/29/2021,30447
970078,POLICE OFFICER,11/2/2020,23418
952107,POLICE OFFICER,1/9/2012,647
952107,SERGEANT,5/3/2019,4754
978710,POLICE OFFICER,1/3/2024,19916
978710,POLICE OFFICER,1/25/2024,6638
946109,POLICE OFFICER,1/7/2008,29432
953241,POLICE OFFICER,7/11/2012,3274
964227,POLICE OFFICER,7/5/2017,14644
965408,POLICE OFFICER,1/10/2018,29473
946108,POLICE OFFICER,1/7/2008,28948
946108,SERGEANT,3/1/2013,3173
946108,SERGEANT,2/25/2021,2301
946108,LIEUTENANT,6/24/2022,
946108,LT SPECIAL ASSIGN,8/30/2024,
975728,POLICE OFFICER,10/19/2022,5174
939214,POLICE OFFICER,7/11/2005,2558
939216,POLICE OFFICER,7/11/2005,7916
939216,POLICE OFFICER,2/4/2019,7971
963692,POLICE OFFICER,4/12/2017,10454
963692,DETECTIVE,9/30/2024,4327
940569,POLICE OFFICER,1/9/2006,30292
940569,SERGEANT,8/31/2018,4831
959887,POLICE OFFICER,10/7/2015,22026
940570,POLICE OFFICER,1/9/2006,12393
978711,POLICE OFFICER,1/3/2024,16779
970074,POLICE OFFICER,11/2/2020,13802
977327,POLICE OFFICER,7/5/2023,16416
966772,POLICE OFFICER,10/24/2018,8802
953240,POLICE OFFICER,7/11/2012,12748
953240,DETECTIVE,12/22/2017,5339
959888,POLICE OFFICER,10/7/2015,222
959888,DETECTIVE,6/10/2021,3447
980795,POLICE OFFICER,10/30/2024,7462
980103,POLICE OFFICER,7/3/2024,416
980796,POLICE OFFICER,10/30/2024,16214
945435,POLICE OFFICER,1/7/2008,13219
945435,SERGEANT,12/21/2018,3093
945435,LIEUTENANT,9/30/2024,
968069,POLICE OFFICER,7/1/2019,18300
977857,POLICE OFFICER,10/25/2023,31954
972170,POLICE OFFICER,7/7/2021,22472
962682,POLICE OFFICER,10/11/2016,14794
954228,POLICE OFFICER,1/9/2013,25010
954228,SERGEANT,6/24/2022,4487
963187,POLICE OFFICER,1/4/2017,21361
973665,POLICE OFFICER,12/29/2021,31374
976816,POLICE OFFICER,4/26/2023,15990
940571,POLICE OFFICER,1/9/2006,22325
940571,DETECTIVE,6/28/2024,7218
945279,POLICE OFFICER,7/9/2007,13129
945279,DETECTIVE,1/27/2017,6226
965410,POLICE OFFICER,1/10/2018,25976
973666,POLICE OFFICER,12/29/2021,20219
979405,POLICE OFFICER,4/24/2024,24729
940572,POLICE OFFICER,1/9/2006,10178
940572,SERGEANT,10/26/2018,5230
949473,POLICE OFFICER,7/6/2010,3325
977328,POLICE OFFICER,7/5/2023,22155
947338,POLICE OFFICER,7/8/2008,11138
925907,POLICE OFFICER,3/1/2000,31903
925907,SERGEANT,9/28/2011,4979
957026,POLICE OFFICER,7/9/2014,14022
942342,POLICE OFFICER,7/10/2006,21276
980104,POLICE OFFICER,7/3/2024,15861
943669,POLICE OFFICER,1/10/2007,24893
952108,POLICE OFFICER,1/9/2012,3969
952108,POLICE OFFICER,6/25/2012,3906
952108,DETECTIVE,2/24/2023,6251
951044,POLICE OFFICER,7/6/2011,7214
946533,POLICE OFFICER,1/7/2008,25575
946533,DETECTIVE,10/18/2021,6311
978712,POLICE OFFICER,1/3/2024,4731
937273,POLICE OFFICER,1/10/2005,1683
937273,SERGEANT,10/29/2010,3452
937273,SERGEANT,5/19/2017,65
962683,POLICE OFFICER,10/11/2016,25052
962683,DETECTIVE,2/9/2022,1937
962683,SERGEANT,5/30/2023,1775
948497,POLICE OFFICER,1/11/2010,7866
948497,SERGEANT,11/22/2016,2607
961098,POLICE OFFICER,1/6/2016,5472
962684,POLICE OFFICER,10/11/2016,19986
974423,POLICE OFFICER,4/13/2022,12894
978713,POLICE OFFICER,1/3/2024,20709
978713,POLICE OFFICER,1/25/2024,14875
946112,POLICE OFFICER,1/7/2008,23918
946112,SERGEANT,1/29/2021,5223
953243,POLICE OFFICER,7/11/2012,13187
953243,DETECTIVE,11/24/2020,6351
954186,POLICE OFFICER,1/9/2013,10975
954186,SERGEANT,9/30/2022,3651
