taxid,rank,date,shield_no,timestamp: 2025-03-26
971682,POLICE OFFICER,4/28/2021,10373
937531,POLICE OFFICER,1/10/2005,8303
961285,POLICE OFFICER,1/6/2016,3610
923171,POLICE OFFICER,8/31/1998,28249
977667,POLICE OFFICER,7/19/2023,23288
946247,POLICE OFFICER,1/7/2008,23994
946247,SERGEANT,10/7/2019,4233
977669,POLICE OFFICER,7/19/2023,18440
962803,POLICE OFFICER,10/11/2016,21513
962803,DETECTIVE,5/31/2024,4536
963755,POLICE OFFICER,4/12/2017,5338
935741,POLICE OFFICER,7/1/2004,4473
935741,SERGEANT,8/5/2009,2839
935741,LIEUTENANT,8/3/2012,
935741,CAPTAIN,10/18/2021,
961286,POLICE OFFICER,1/6/2016,6438
980903,POLICE OFFICER,10/30/2024,14617
924490,POLICE OFFICER,7/7/1999,5392
924490,DETECTIVE,3/31/2023,2316
954335,POLICE OFFICER,1/9/2013,8284
954335,SERGEANT,6/5/2018,3703
968805,POLICE OFFICER,10/7/2019,11768
953400,POLICE OFFICER,7/11/2012,981
953400,SERGEANT,5/27/2022,3661
962102,POLICE OFFICER,7/13/2016,18810
962102,DETECTIVE,2/24/2023,775
970855,POLICE OFFICER,12/29/2020,9739
973777,POLICE OFFICER,12/29/2021,29768
905054,POLICE OFFICER,8/30/1993,26759
905054,DETECTIVE,2/1/1999,4521
905054,SERGEANT,2/26/1999,4612
905054,LIEUTENANT,4/26/2002,
905054,CAPTAIN,5/28/2004,
905054,DEPUTY INSPECTOR,8/30/2024,
958068,POLICE OFFICER,1/7/2015,16502
958068,SERGEANT,10/25/2024,3351
968128,POLICE OFFICER,7/1/2019,21296
968128,SERGEANT,7/31/2024,572
966337,POLICE OFFICER,7/2/2018,13072
955486,POLICE OFFICER,7/9/2013,13691
955486,DETECTIVE,5/31/2024,3626
953401,POLICE OFFICER,7/11/2012,31792
953401,SERGEANT,9/30/2022,3756
975185,POLICE OFFICER,7/13/2022,19591
975185,POLICE OFFICER,11/25/2022,31792
946556,POLICE OFFICER,1/7/2008,30594
968129,POLICE OFFICER,7/1/2019,18804
946248,POLICE OFFICER,1/7/2008,24378
946248,SERGEANT,11/3/2014,4918
946248,LIEUTENANT,4/30/2020,
967689,POLICE OFFICER,4/15/2019,14557
951979,POLICE OFFICER,7/9/2014,11565
951979,DETECTIVE,11/13/2015,1101
955511,POLICE OFFICER,7/9/2013,4659
955511,SERGEANT,9/30/2022,3768
952235,POLICE OFFICER,1/9/2012,8048
923172,POLICE OFFICER,8/31/1998,24847
923172,SERGEANT,11/25/2003,1369
923172,LIEUTENANT,4/30/2008,
923172,CAPTAIN,4/29/2011,
923172,DEPUTY INSPECTOR,12/21/2018,
923172,INSPECTOR,12/21/2021,
978219,POLICE OFFICER,10/25/2023,26365
971232,POLICE OFFICER,2/24/2021,26786
942539,POLICE OFFICER,7/10/2006,8716
929166,POLICE OFFICER,7/2/2001,10454
929166,SERGEANT,3/28/2008,4763
929166,LIEUTENANT,4/24/2015,
937534,POLICE OFFICER,1/10/2005,17252
