taxid,rank,date,shield_no,timestamp: 2025-03-26
953326,DETECTIVE,6/10/2021,3532
953326,SERGEANT,9/3/2021,2493
946422,POLICE OFFICER,1/7/2008,10729
946422,DETECTIVE,7/29/2019,2289
981799,POLICE OFFICER,1/29/2025,18801
962740,POLICE OFFICER,10/11/2016,22351
951156,POLICE OFFICER,7/6/2011,20075
951156,DETECTIVE,7/30/2021,4512
942055,POLICE OFFICER,7/10/2006,4081
914609,POLICE OFFICER,5/1/1995,24761
914609,SERGEANT,8/24/2001,2807
914609,LIEUTENANT,9/24/2004,
914609,CAPTAIN,8/31/2007,
914609,DEPUTY INSPECTOR,8/26/2022,
939332,POLICE OFFICER,7/11/2005,1234
939332,DETECTIVE,8/31/2015,3260
937398,POLICE OFFICER,1/10/2005,26313
967300,POLICE OFFICER,1/3/2019,24009
980844,POLICE OFFICER,10/30/2024,30450
952171,POLICE OFFICER,1/9/2012,21702
946171,POLICE OFFICER,1/7/2008,27358
935610,POLICE OFFICER,7/1/2004,25253
935610,DETECTIVE,2/9/2022,2116
953327,POLICE OFFICER,7/11/2012,7758
929058,POLICE OFFICER,7/2/2001,6194
929058,SERGEANT,10/26/2012,2827
929058,SGT DET SQUAD,9/30/2022,
937399,POLICE OFFICER,1/10/2005,26863
937399,DETECTIVE,11/26/2013,3683
942448,POLICE OFFICER,7/10/2006,9860
958013,POLICE OFFICER,1/7/2015,15532
931938,POLICE OFFICER,7/1/2002,10473
931938,SERGEANT,11/30/2007,5049
949555,POLICE OFFICER,7/6/2010,2818
952079,POLICE OFFICER,1/9/2012,21628
952079,DETECTIVE,6/10/2021,3537
952079,SERGEANT,9/30/2022,3727
979079,POLICE OFFICER,4/24/2024,15635
978171,POLICE OFFICER,10/25/2023,25868
929060,POLICE OFFICER,7/2/2001,5683
929060,DETECTIVE,6/30/2006,7729
972213,POLICE OFFICER,7/7/2021,11451
957088,POLICE OFFICER,7/9/2014,8102
937400,POLICE OFFICER,1/10/2005,15990
937400,DETECTIVE,1/31/2014,5527
952172,POLICE OFFICER,1/9/2012,673
952172,DETECTIVE,11/21/2017,3017
952172,SERGEANT,5/31/2024,4395
965467,POLICE OFFICER,1/10/2018,28873
979459,POLICE OFFICER,4/24/2024,25952
975771,POLICE OFFICER,10/19/2022,3097
959938,POLICE OFFICER,10/7/2015,21879
931939,POLICE OFFICER,7/1/2002,24652
931939,SERGEANT,12/21/2007,1452
977370,POLICE OFFICER,7/5/2023,13856
933532,POLICE OFFICER,7/1/2003,30585
933532,SERGEANT,7/25/2008,2441
933532,LIEUTENANT,8/1/2016,
933532,CAPTAIN,7/30/2021,
942874,POLICE OFFICER,1/10/2007,11968
933271,POLICE OFFICER,7/1/2003,14489
953328,POLICE OFFICER,7/11/2012,10654
976368,POLICE OFFICER,1/17/2023,1020
976368,POLICE OFFICER,8/23/2024,1090
947411,POLICE OFFICER,7/8/2008,6766
947837,POLICE OFFICER,7/8/2008,9833
933273,POLICE OFFICER,7/1/2003,27488
933273,SERGEANT,8/2/2011,1661
959939,POLICE OFFICER,10/7/2015,10183
971644,POLICE OFFICER,4/28/2021,8130
970816,POLICE OFFICER,12/29/2020,4627
978172,POLICE OFFICER,10/25/2023,21441
937401,POLICE OFFICER,1/10/2005,5316
937401,DETECTIVE,8/27/2010,2878
953330,POLICE OFFICER,7/11/2012,7767
980845,POLICE OFFICER,10/30/2024,17754
947412,POLICE OFFICER,7/8/2008,1746
929568,POLICE OFFICER,7/1/2002,22904
929568,DETECTIVE,11/24/2015,2860
947413,POLICE OFFICER,7/8/2008,7840
951158,POLICE OFFICER,7/6/2011,12325
951158,DETECTIVE,11/20/2018,1490
975282,POLICE OFFICER,7/15/2022,19530
979460,POLICE OFFICER,4/24/2024,8501
967301,POLICE OFFICER,1/3/2019,30768
959139,POLICE OFFICER,7/8/2015,20746
936655,POLICE OFFICER,1/10/2005,8126
936655,SERGEANT,1/27/2012,3118
929063,POLICE OFFICER,7/2/2001,17682
929063,POLICE OFFICER,4/12/2004,4759
929063,POLICE OFFICER,4/21/2004,17682
929063,SERGEANT,1/29/2021,5434
935614,POLICE OFFICER,7/1/2004,4366
935614,DETECTIVE,7/28/2014,6388
939333,POLICE OFFICER,7/11/2005,28979
939333,POLICE OFFICER,1/30/2006,31363
947414,POLICE OFFICER,7/8/2008,19549
947414,DETECTIVE,9/30/2022,7464
970817,POLICE OFFICER,12/29/2020,5285
979461,POLICE OFFICER,4/24/2024,4275
980846,POLICE OFFICER,10/30/2024,6084
975772,POLICE OFFICER,10/19/2022,3846
944943,POLICE OFFICER,7/9/2007,17025
944943,DETECTIVE,6/9/2017,928
956210,POLICE OFFICER,1/8/2014,10856
967303,POLICE OFFICER,1/3/2019,26599
925998,POLICE OFFICER,3/1/2000,25880
965468,POLICE OFFICER,1/10/2018,10677
971645,POLICE OFFICER,4/28/2021,5271
975132,POLICE OFFICER,7/13/2022,17846
962059,POLICE OFFICER,7/13/2016,3458
962059,SERGEANT,1/31/2025,3563
929064,POLICE OFFICER,7/2/2001,30420
929064,SERGEANT,3/28/2013,3971
