taxid,date,name
951245,8/5/2021,EXCELLENT POLICE DUTY
951245,5/19/2019,EXCELLENT POLICE DUTY
951245,4/27/2019,EXCELLENT POLICE DUTY
951245,2/4/2019,EXCELLENT POLICE DUTY
951245,5/29/2018,MERITORIOUS POLICE DUTY
951245,5/1/2018,MERITORIOUS POLICE DUTY
951245,11/24/2017,EXCELLENT POLICE DUTY
951245,8/1/2016,EXCELLENT POLICE DUTY
951245,7/31/2016,EXCELLENT POLICE DUTY
951245,6/20/2016,EXCELLENT POLICE DUTY
951245,2/10/2016,MERITORIOUS POLICE DUTY
951245,2/10/2016,MERITORIOUS POLICE DUTY
951245,1/27/2016,EXCELLENT POLICE DUTY
951245,12/18/2014,MERITORIOUS POLICE DUTY
951245,7/26/2013,EXCELLENT POLICE DUTY
939461,8/27/2017,EXCELLENT POLICE DUTY
940737,3/29/2014,MERITORIOUS POLICE DUTY
940737,6/8/2013,EXCELLENT POLICE DUTY
940737,6/28/2010,MERITORIOUS POLICE DUTY
940737,2/21/2010,EXCELLENT POLICE DUTY
940737,5/26/2009,EXCELLENT POLICE DUTY
940737,8/27/2008,EXCELLENT POLICE DUTY
940737,3/22/2007,MERITORIOUS POLICE DUTY
946246,3/15/2022,EXCELLENT POLICE DUTY
955483,4/3/2019,EXCELLENT POLICE DUTY
955483,11/13/2015,EXCELLENT POLICE DUTY
955483,8/15/2015,MERITORIOUS POLICE DUTY
939462,6/19/2015,EXCELLENT POLICE DUTY
939462,3/15/2013,EXCELLENT POLICE DUTY
939462,7/7/2012,EXCELLENT POLICE DUTY
939462,7/16/2011,EXCELLENT POLICE DUTY
939462,4/1/2011,EXCELLENT POLICE DUTY
953398,8/30/2023,EXCELLENT POLICE DUTY
953398,9/19/2014,EXCELLENT POLICE DUTY
951246,10/22/2024,EXCELLENT POLICE DUTY
951246,10/12/2024,MERITORIOUS POLICE DUTY
951246,9/21/2024,EXCELLENT POLICE DUTY
951246,7/11/2024,EXCELLENT POLICE DUTY
951246,4/20/2017,EXCELLENT POLICE DUTY
951246,12/12/2013,MERITORIOUS POLICE DUTY
951246,9/12/2013,EXCELLENT POLICE DUTY
959981,12/22/2020,EXCELLENT POLICE DUTY
970212,8/29/2023,EXCELLENT POLICE DUTY
970212,6/20/2023,EXCELLENT POLICE DUTY
920836,3/12/2003,EXCELLENT POLICE DUTY
