taxid,date,name
953309,11/24/2018,EXCELLENT POLICE DUTY
953309,8/24/2018,MERITORIOUS POLICE DUTY
953309,7/31/2018,MERITORIOUS POLICE DUTY
953309,6/16/2018,EXCELLENT POLICE DUTY
953309,10/9/2017,EXCELLENT POLICE DUTY
953309,2/13/2017,EXCELLENT POLICE DUTY
953309,8/2/2016,MERITORIOUS POLICE DUTY
953309,2/27/2016,MERITORIOUS POLICE DUTY
953309,2/25/2016,MERITORIOUS POLICE DUTY
953309,2/5/2016,MERITORIOUS POLICE DUTY
953309,8/14/2015,MERITORIOUS POLICE DUTY
953309,8/13/2015,MERITORIOUS POLICE DUTY
953309,8/2/2015,MERITORIOUS POLICE DUTY
953309,7/23/2015,MERITORIOUS POLICE DUTY
953309,5/9/2015,MERITORIOUS POLICE DUTY
953309,4/28/2015,MERITORIOUS POLICE DUTY
953309,1/18/2015,EXCELLENT POLICE DUTY
953309,10/19/2014,MERITORIOUS POLICE DUTY
953309,8/22/2014,EXCELLENT POLICE DUTY
958000,2/28/2018,MERITORIOUS POLICE DUTY
971635,10/14/2022,EXCELLENT POLICE DUTY
971635,7/12/2022,EXCELLENT POLICE DUTY
971635,6/8/2022,EXCELLENT POLICE DUTY
941123,4/4/2011,EXCELLENT POLICE DUTY
947395,1/31/2021,MERITORIOUS POLICE DUTY
947395,11/14/2020,MERITORIOUS POLICE DUTY
947395,5/28/2020,EXCELLENT POLICE DUTY
947395,1/18/2020,EXCELLENT POLICE DUTY
947395,12/12/2019,EXCELLENT POLICE DUTY
947395,5/5/2015,MERITORIOUS POLICE DUTY
947395,3/13/2014,MERITORIOUS POLICE DUTY
947395,1/1/2014,MERITORIOUS POLICE DUTY
947395,5/27/2012,EXCELLENT POLICE DUTY
947395,12/9/2011,EXCELLENT POLICE DUTY
947395,11/17/2011,EXCELLENT POLICE DUTY
947395,10/22/2011,EXCELLENT POLICE DUTY
947395,7/31/2011,EXCELLENT POLICE DUTY
947395,6/26/2011,EXCELLENT POLICE DUTY
947395,3/10/2010,EXCELLENT POLICE DUTY
947395,3/5/2010,EXCELLENT POLICE DUTY
947395,2/10/2010,EXCELLENT POLICE DUTY
959928,2/5/2020,MERITORIOUS POLICE DUTY
965450,10/13/2020,EXCELLENT POLICE DUTY
965450,7/31/2019,EXCELLENT POLICE DUTY
965450,8/17/2018,MERITORIOUS POLICE DUTY
937365,7/14/2020,EXCELLENT POLICE DUTY
935583,9/8/2013,MERITORIOUS POLICE DUTY
935583,12/11/2010,EXCELLENT POLICE DUTY
935583,10/7/2010,EXCELLENT POLICE DUTY
935583,9/24/2010,EXCELLENT POLICE DUTY
935583,4/18/2010,MERITORIOUS POLICE DUTY
935583,1/1/2010,MERITORIOUS POLICE DUTY
935583,9/30/2009,MERITORIOUS POLICE DUTY
935583,8/27/2009,EXCELLENT POLICE DUTY
935583,8/19/2009,EXCELLENT POLICE DUTY
935583,7/14/2009,EXCELLENT POLICE DUTY
935583,7/9/2009,EXCELLENT POLICE DUTY
