taxid,date,name
951259,11/20/2014,EXCELLENT POLICE DUTY
942548,11/8/2011,MERITORIOUS POLICE DUTY
927523,10/23/2003,EXCELLENT POLICE DUTY
953407,5/12/2022,EXCELLENT POLICE DUTY
953407,2/4/2021,EXCELLENT POLICE DUTY
953407,9/11/2019,EXCELLENT POLICE DUTY
953407,7/19/2019,EXCELLENT POLICE DUTY
953407,2/15/2019,EXCELLENT POLICE DUTY
953407,7/14/2018,EXCELLENT POLICE DUTY
953407,4/15/2015,EXCELLENT POLICE DUTY
953407,3/20/2014,EXCELLENT POLICE DUTY
942549,2/17/2021,MERITORIOUS POLICE DUTY
942549,2/11/2021,MERITORIOUS POLICE DUTY
942549,4/9/2017,MERITORIOUS POLICE DUTY
942549,1/12/2017,MERITORIOUS POLICE DUTY
942549,1/11/2017,MERITORIOUS POLICE DUTY
942549,9/23/2016,MERITORIOUS POLICE DUTY
942549,8/13/2016,MERITORIOUS POLICE DUTY
942549,7/30/2016,MERITORIOUS POLICE DUTY
942549,7/18/2013,MERITORIOUS POLICE DUTY
942549,7/17/2013,MERITORIOUS POLICE DUTY
942549,12/6/2012,EXCELLENT POLICE DUTY
942549,6/8/2012,MERITORIOUS POLICE DUTY
957167,12/1/2021,EXCELLENT POLICE DUTY
957167,1/25/2021,EXCELLENT POLICE DUTY
957167,12/26/2019,EXCELLENT POLICE DUTY
957167,2/15/2018,EXCELLENT POLICE DUTY
957167,1/16/2016,EXCELLENT POLICE DUTY
957167,9/13/2015,MERITORIOUS POLICE DUTY
963276,2/4/2023,EXCELLENT POLICE DUTY
963276,3/7/2021,EXCELLENT POLICE DUTY
963276,3/27/2018,EXCELLENT POLICE DUTY
937543,5/7/2011,MERITORIOUS POLICE DUTY
937543,5/25/2010,MERITORIOUS POLICE DUTY
929459,2/27/2009,EXCELLENT POLICE DUTY
929459,7/1/2004,EXCELLENT POLICE DUTY
929459,2/2/2004,EXCELLENT POLICE DUTY
929459,1/7/2004,EXCELLENT POLICE DUTY
929459,3/8/2003,EXCELLENT POLICE DUTY
929459,2/18/2003,EXCELLENT POLICE DUTY
975187,7/10/2024,EXCELLENT POLICE DUTY
966852,6/29/2024,EXCELLENT POLICE DUTY
966852,10/14/2023,EXCELLENT POLICE DUTY
969368,8/24/2022,MERITORIOUS POLICE DUTY
948136,12/27/2020,EXCELLENT POLICE DUTY
948136,12/24/2020,EXCELLENT POLICE DUTY
948136,1/7/2018,EXCELLENT POLICE DUTY
948136,8/26/2016,EXCELLENT POLICE DUTY
959750,6/14/2023,EXCELLENT POLICE DUTY
959750,3/11/2023,EXCELLENT POLICE DUTY
959750,5/15/2022,EXCELLENT POLICE DUTY
959750,9/23/2019,EXCELLENT POLICE DUTY
959750,9/15/2019,EXCELLENT POLICE DUTY
959750,2/8/2019,EXCELLENT POLICE DUTY
959750,8/20/2018,EXCELLENT POLICE DUTY
959750,3/12/2018,EXCELLENT POLICE DUTY
901006,12/6/1994,EXCELLENT POLICE DUTY
901006,1/4/1992,EXCELLENT POLICE DUTY
901006,5/8/1991,MERITORIOUS POLICE DUTY
964293,10/3/2022,EXCELLENT POLICE DUTY
964293,10/14/2020,EXCELLENT POLICE DUTY
951260,8/14/2024,MERITORIOUS POLICE DUTY
951260,8/12/2023,EXCELLENT POLICE DUTY
951260,4/30/2023,MERITORIOUS POLICE DUTY
951260,6/4/2017,EXCELLENT POLICE DUTY
951260,6/8/2014,MERITORIOUS POLICE DUTY
946257,9/7/2015,MERITORIOUS POLICE DUTY
946257,10/22/2010,EXCELLENT POLICE DUTY
946257,12/27/2009,EXCELLENT POLICE DUTY
946257,11/19/2009,MERITORIOUS POLICE DUTY
946257,7/18/2008,EXCELLENT POLICE DUTY
936061,2/28/2016,EXCELLENT POLICE DUTY
936061,12/16/2015,EXCELLENT POLICE DUTY
936061,10/4/2015,EXCELLENT POLICE DUTY
936061,3/3/2011,EXCELLENT POLICE DUTY
936061,6/25/2010,EXCELLENT POLICE DUTY
936061,11/23/2009,EXCELLENT POLICE DUTY
936061,2/3/2009,EXCELLENT POLICE DUTY
936061,7/12/2008,EXCELLENT POLICE DUTY
936061,10/31/2007,EXCELLENT POLICE DUTY
936061,1/19/2006,EXCELLENT POLICE DUTY
952242,4/12/2018,MERITORIOUS POLICE DUTY
952242,1/25/2018,EXCELLENT POLICE DUTY
952242,7/7/2017,MERITORIOUS POLICE DUTY
952242,3/6/2015,EXCELLENT POLICE DUTY
952242,11/22/2014,EXCELLENT POLICE DUTY
952242,8/1/2014,EXCELLENT POLICE DUTY
916706,12/17/2004,EXCELLENT POLICE DUTY
916706,11/11/2004,EXCELLENT POLICE DUTY
916706,9/30/2004,EXCELLENT POLICE DUTY
916706,9/9/2004,EXCELLENT POLICE DUTY
916706,8/18/2004,EXCELLENT POLICE DUTY
916706,7/23/2004,MERITORIOUS POLICE DUTY
916706,6/1/2004,MERITORIOUS POLICE DUTY
916706,1/30/2004,EXCELLENT POLICE DUTY
916706,12/6/2003,EXCELLENT POLICE DUTY
916706,11/27/2003,EXCELLENT POLICE DUTY
916706,11/13/2003,MERITORIOUS POLICE DUTY
916706,4/4/2003,EXCELLENT POLICE DUTY
916706,3/21/2003,MERITORIOUS POLICE DUTY
916706,2/7/2003,EXCELLENT POLICE DUTY
916706,11/25/2001,EXCELLENT POLICE DUTY
916706,8/31/2000,MERITORIOUS POLICE DUTY
966853,7/24/2021,EXCELLENT POLICE DUTY
959237,1/13/2022,EXCELLENT POLICE DUTY
959237,2/10/2021,EXCELLENT POLICE DUTY
959237,12/29/2020,MERITORIOUS POLICE DUTY
959237,8/12/2020,EXCELLENT POLICE DUTY
959237,7/9/2020,EXCELLENT POLICE DUTY
959237,7/4/2020,EXCELLENT POLICE DUTY
959237,5/27/2020,EXCELLENT POLICE DUTY
959237,9/8/2019,EXCELLENT POLICE DUTY
959237,7/12/2019,MERITORIOUS POLICE DUTY
959237,4/19/2019,EXCELLENT POLICE DUTY
959237,7/19/2018,EXCELLENT POLICE DUTY
959237,7/3/2018,EXCELLENT POLICE DUTY
959237,7/26/2017,EXCELLENT POLICE DUTY
959237,5/15/2017,COMMENDATION
959237,2/25/2017,EXCELLENT POLICE DUTY
959237,2/2/2017,EXCELLENT POLICE DUTY
959237,6/21/2016,EXCELLENT POLICE DUTY
968808,1/11/2023,EXCELLENT POLICE DUTY
968808,9/1/2022,EXCELLENT POLICE DUTY
943420,2/7/2010,EXCELLENT POLICE DUTY
943420,10/30/2008,EXCELLENT POLICE DUTY
943420,8/2/2008,EXCELLENT POLICE DUTY
943420,9/12/2007,EXCELLENT POLICE DUTY
952243,11/30/2023,MERITORIOUS POLICE DUTY
952243,2/25/2023,MERITORIOUS POLICE DUTY
952243,10/26/2022,MERITORIOUS POLICE DUTY
952243,5/11/2022,EXCELLENT POLICE DUTY
952243,2/12/2022,MERITORIOUS POLICE DUTY
952243,1/19/2022,EXCELLENT POLICE DUTY
952243,11/2/2021,MERITORIOUS POLICE DUTY
952243,8/28/2021,EXCELLENT POLICE DUTY
952243,6/6/2021,EXCELLENT POLICE DUTY
957168,11/7/2020,MERITORIOUS POLICE DUTY
957168,10/24/2020,MERITORIOUS POLICE DUTY
957168,9/3/2019,EXCELLENT POLICE DUTY
957168,6/18/2019,MERITORIOUS POLICE DUTY
957168,5/29/2018,MERITORIOUS POLICE DUTY
957168,3/23/2018,MERITORIOUS POLICE DUTY
957168,9/27/2016,MERITORIOUS POLICE DUTY
957168,9/13/2016,MERITORIOUS POLICE DUTY
957168,8/12/2016,EXCELLENT POLICE DUTY
957168,8/11/2016,EXCELLENT POLICE DUTY
957168,12/24/2015,MERITORIOUS POLICE DUTY
955496,1/4/2020,EXCELLENT POLICE DUTY
955496,11/17/2017,MERITORIOUS POLICE DUTY
955496,5/10/2016,EXCELLENT POLICE DUTY
955496,1/31/2016,EXCELLENT POLICE DUTY
970221,2/13/2025,EXCELLENT POLICE DUTY
970221,9/2/2024,EXCELLENT POLICE DUTY
970221,7/20/2024,MERITORIOUS POLICE DUTY
970221,7/3/2024,EXCELLENT POLICE DUTY
970221,11/9/2023,EXCELLENT POLICE DUTY
970221,10/19/2023,EXCELLENT POLICE DUTY
970221,10/11/2023,EXCELLENT POLICE DUTY
970221,10/2/2023,MERITORIOUS POLICE DUTY
970221,8/18/2023,MERITORIOUS POLICE DUTY
970221,7/26/2023,EXCELLENT POLICE DUTY
970221,7/26/2023,MERITORIOUS POLICE DUTY
970221,7/4/2023,MERITORIOUS POLICE DUTY
970221,5/22/2021,EXCELLENT POLICE DUTY
951261,9/5/2018,EXCELLENT POLICE DUTY
949667,6/24/2019,EXCELLENT POLICE DUTY
949667,2/11/2017,EXCELLENT POLICE DUTY
961287,4/17/2021,MERITORIOUS POLICE DUTY
961287,8/11/2016,EXCELLENT POLICE DUTY
931225,3/24/2006,EXCELLENT POLICE DUTY
931225,11/4/2003,EXCELLENT POLICE DUTY
926124,8/14/2015,MERITORIOUS POLICE DUTY
926124,8/31/2005,MERITORIOUS POLICE DUTY
926124,7/14/2005,EXCELLENT POLICE DUTY
926124,7/10/2005,EXCELLENT POLICE DUTY
926124,10/23/2004,EXCELLENT POLICE DUTY
926124,8/29/2004,EXCELLENT POLICE DUTY
926124,7/30/2004,EXCELLENT POLICE DUTY
926124,7/22/2004,EXCELLENT POLICE DUTY
926124,6/24/2004,EXCELLENT POLICE DUTY
926124,5/27/2004,EXCELLENT POLICE DUTY
926124,5/22/2004,EXCELLENT POLICE DUTY
926124,4/30/2004,EXCELLENT POLICE DUTY
926124,4/4/2004,EXCELLENT POLICE DUTY
926124,2/23/2004,EXCELLENT POLICE DUTY
926124,2/10/2004,EXCELLENT POLICE DUTY
926124,10/12/2002,EXCELLENT POLICE DUTY
926124,9/23/2001,EXCELLENT POLICE DUTY
944174,10/15/2021,MERITORIOUS POLICE DUTY
944174,3/6/2020,MERITORIOUS POLICE DUTY
944174,11/8/2017,MERITORIOUS POLICE DUTY
944174,3/13/2017,MERITORIOUS POLICE DUTY
944174,2/9/2016,MERITORIOUS POLICE DUTY
944174,11/13/2011,EXCELLENT POLICE DUTY
972257,3/24/2024,EXCELLENT POLICE DUTY
972257,7/13/2023,MERITORIOUS POLICE DUTY
