taxid,date,name
951710,7/31/2022,EXCELLENT POLICE DUTY
951710,7/6/2022,MERITORIOUS POLICE DUTY
951710,5/18/2022,MERITORIOUS POLICE DUTY
951710,5/14/2022,MERITORIOUS POLICE DUTY
951710,2/25/2022,EXCELLENT POLICE DUTY
951710,5/28/2020,EXCELLENT POLICE DUTY
951710,5/19/2020,MERITORIOUS POLICE DUTY
951710,1/1/2020,MERITORIOUS POLICE DUTY
951710,5/24/2019,EXCELLENT POLICE DUTY
951710,4/5/2019,EXCELLENT POLICE DUTY
951710,3/20/2019,EXCELLENT POLICE DUTY
951710,1/18/2019,EXCELLENT POLICE DUTY
951710,10/13/2018,EXCELLENT POLICE DUTY
951710,12/22/2017,EXCELLENT POLICE DUTY
951710,12/22/2017,EXCELLENT POLICE DUTY
951710,12/12/2017,EXCELLENT POLICE DUTY
951710,5/15/2017,EXCELLENT POLICE DUTY
951710,7/8/2016,EXCELLENT POLICE DUTY
951710,10/13/2015,EXCELLENT POLICE DUTY
951710,3/3/2014,EXCELLENT POLICE DUTY
941009,2/22/2022,MERITORIOUS POLICE DUTY
941009,10/23/2016,EXCELLENT POLICE DUTY
941009,7/31/2016,MERITORIOUS POLICE DUTY
941009,11/29/2012,EXCELLENT POLICE DUTY
941009,7/24/2012,EXCELLENT POLICE DUTY
941009,12/21/2011,EXCELLENT POLICE DUTY
941009,11/1/2011,EXCELLENT POLICE DUTY
958550,6/20/2023,EXCELLENT POLICE DUTY
958550,9/18/2022,EXCELLENT POLICE DUTY
958550,8/22/2021,EXCELLENT POLICE DUTY
958550,10/10/2019,EXCELLENT POLICE DUTY
958550,3/18/2019,MERITORIOUS POLICE DUTY
958550,11/17/2018,MERITORIOUS POLICE DUTY
958550,11/10/2018,MERITORIOUS POLICE DUTY
958550,8/18/2018,MERITORIOUS POLICE DUTY
958550,8/14/2018,MERITORIOUS POLICE DUTY
958550,7/20/2018,EXCELLENT POLICE DUTY
958550,5/26/2017,MERITORIOUS POLICE DUTY
958550,8/7/2016,EXCELLENT POLICE DUTY
958550,3/6/2016,MERITORIOUS POLICE DUTY
943207,10/4/2010,MERITORIOUS POLICE DUTY
943207,3/18/2010,EXCELLENT POLICE DUTY
944536,8/15/2019,EXCELLENT POLICE DUTY
944536,4/6/2019,EXCELLENT POLICE DUTY
944536,4/7/2018,MERITORIOUS POLICE DUTY
944536,2/14/2018,EXCELLENT POLICE DUTY
944536,1/26/2018,MERITORIOUS POLICE DUTY
944536,1/26/2018,MERITORIOUS POLICE DUTY
944536,1/26/2018,MERITORIOUS POLICE DUTY
944536,1/19/2018,EXCELLENT POLICE DUTY
944536,9/2/2016,EXCELLENT POLICE DUTY
944536,8/1/2015,MERITORIOUS POLICE DUTY
944536,1/28/2015,MERITORIOUS POLICE DUTY
944536,7/11/2013,EXCELLENT POLICE DUTY
944536,7/6/2013,EXCELLENT POLICE DUTY
944536,1/9/2013,EXCELLENT POLICE DUTY
944536,12/29/2012,COMMENDATION
944536,9/22/2012,EXCELLENT POLICE DUTY
944536,6/21/2012,EXCELLENT POLICE DUTY
944536,5/31/2012,EXCELLENT POLICE DUTY
944536,11/10/2011,MERITORIOUS POLICE DUTY
944536,6/3/2011,EXCELLENT POLICE DUTY
944536,6/1/2011,MERITORIOUS POLICE DUTY
944536,9/5/2008,EXCELLENT POLICE DUTY
941703,10/9/2013,EXCELLENT POLICE DUTY
941703,8/17/2012,EXCELLENT POLICE DUTY
941703,7/3/2012,EXCELLENT POLICE DUTY
941703,6/3/2011,EXCELLENT POLICE DUTY
941704,11/16/2019,MERITORIOUS POLICE DUTY
941704,5/10/2016,MERITORIOUS POLICE DUTY
941704,12/11/2015,EXCELLENT POLICE DUTY
941704,4/8/2012,MERITORIOUS POLICE DUTY
941704,6/18/2011,MERITORIOUS POLICE DUTY-INTEGRITY
941704,9/25/2010,EXCELLENT POLICE DUTY
941704,9/4/2010,EXCELLENT POLICE DUTY
941704,5/1/2010,EXCELLENT POLICE DUTY
941704,1/23/2010,EXCELLENT POLICE DUTY
941704,2/21/2009,EXCELLENT POLICE DUTY
941704,11/20/2008,EXCELLENT POLICE DUTY
938426,9/11/2006,EXCELLENT POLICE DUTY
946968,4/11/2013,MERITORIOUS POLICE DUTY
946968,9/26/2012,MERITORIOUS POLICE DUTY
946968,7/5/2012,MERITORIOUS POLICE DUTY
946968,7/18/2009,EXCELLENT POLICE DUTY
946968,1/25/2009,EXCELLENT POLICE DUTY
948931,3/23/2021,EXCELLENT POLICE DUTY
948931,9/16/2020,EXCELLENT POLICE DUTY
948931,6/18/2020,EXCELLENT POLICE DUTY
948931,4/28/2020,EXCELLENT POLICE DUTY
948931,8/25/2016,MERITORIOUS POLICE DUTY
951711,6/26/2018,MERITORIOUS POLICE DUTY
951711,10/5/2013,EXCELLENT POLICE DUTY
951711,7/24/2013,MERITORIOUS POLICE DUTY
950375,2/20/2021,EXCELLENT POLICE DUTY
956618,8/31/2023,COMMENDATION
956618,8/26/2023,EXCELLENT POLICE DUTY
956618,7/4/2023,MERITORIOUS POLICE DUTY
956618,7/4/2023,MERITORIOUS POLICE DUTY
956618,4/23/2022,MERITORIOUS POLICE DUTY
956618,1/9/2022,MERITORIOUS POLICE DUTY
956618,9/6/2021,EXCELLENT POLICE DUTY
956618,9/5/2021,MERITORIOUS POLICE DUTY
956618,9/4/2021,EXCELLENT POLICE DUTY
956618,8/31/2021,EXCELLENT POLICE DUTY
956618,12/26/2020,MERITORIOUS POLICE DUTY
956618,9/3/2020,MERITORIOUS POLICE DUTY
956618,3/24/2020,MERITORIOUS POLICE DUTY
956618,3/17/2020,EXCELLENT POLICE DUTY
956618,3/8/2020,EXCELLENT POLICE DUTY
962376,9/19/2022,EXCELLENT POLICE DUTY
962376,12/23/2017,EXCELLENT POLICE DUTY
962376,10/24/2017,EXCELLENT POLICE DUTY
962377,5/26/2017,EXCELLENT POLICE DUTY
936548,10/24/2006,EXCELLENT POLICE DUTY
936548,6/20/2006,EXCELLENT POLICE DUTY
960493,3/10/2024,EXCELLENT POLICE DUTY
960493,1/20/2024,EXCELLENT POLICE DUTY
960493,9/26/2023,EXCELLENT POLICE DUTY
960493,8/13/2023,MERITORIOUS POLICE DUTY
960493,5/14/2023,MERITORIOUS POLICE DUTY
960493,11/5/2017,EXCELLENT POLICE DUTY
958548,10/28/2019,EXCELLENT POLICE DUTY
958548,2/14/2019,EXCELLENT POLICE DUTY
958548,5/11/2017,EXCELLENT POLICE DUTY
967860,11/22/2020,EXCELLENT POLICE DUTY
957563,1/17/2024,MERITORIOUS POLICE DUTY
957563,9/14/2023,EXCELLENT POLICE DUTY
957563,4/26/2023,MERITORIOUS POLICE DUTY
957563,11/12/2022,MERITORIOUS POLICE DUTY
957563,1/13/2022,EXCELLENT POLICE DUTY
957563,12/10/2019,MERITORIOUS POLICE DUTY
957563,1/1/2019,MERITORIOUS POLICE DUTY
957563,1/1/2018,MERITORIOUS POLICE DUTY
957563,12/14/2017,MERITORIOUS POLICE DUTY
957563,9/5/2017,MERITORIOUS POLICE DUTY
957563,7/14/2017,EXCELLENT POLICE DUTY
957563,11/14/2015,EXCELLENT POLICE DUTY
964502,2/17/2020,EXCELLENT POLICE DUTY
950376,7/3/2024,MERITORIOUS POLICE DUTY
950376,6/1/2024,MERITORIOUS POLICE DUTY
950376,5/24/2024,MERITORIOUS POLICE DUTY
950376,5/16/2024,EXCELLENT POLICE DUTY
950376,5/4/2024,MERITORIOUS POLICE DUTY
950376,4/21/2024,MERITORIOUS POLICE DUTY
950376,1/5/2023,MERITORIOUS POLICE DUTY
950376,4/30/2022,MERITORIOUS POLICE DUTY
950376,4/30/2022,MERITORIOUS POLICE DUTY
950376,3/22/2022,MERITORIOUS POLICE DUTY
950376,10/30/2021,MERITORIOUS POLICE DUTY
950376,8/10/2021,MERITORIOUS POLICE DUTY
950376,5/20/2021,MERITORIOUS POLICE DUTY
950376,12/4/2020,MERITORIOUS POLICE DUTY
950376,8/11/2020,MERITORIOUS POLICE DUTY
950376,5/7/2020,MERITORIOUS POLICE DUTY
950376,5/5/2020,MERITORIOUS POLICE DUTY
950376,5/2/2020,MERITORIOUS POLICE DUTY
950376,4/10/2020,MERITORIOUS POLICE DUTY
950376,1/5/2020,MERITORIOUS POLICE DUTY
950376,12/27/2019,EXCELLENT POLICE DUTY
950376,11/17/2019,EXCELLENT POLICE DUTY
950376,11/9/2019,MERITORIOUS POLICE DUTY
950376,11/4/2019,EXCELLENT POLICE DUTY
950376,9/20/2019,MERITORIOUS POLICE DUTY
950376,9/19/2019,EXCELLENT POLICE DUTY
950376,5/8/2019,MERITORIOUS POLICE DUTY
950376,5/7/2019,EXCELLENT POLICE DUTY
950376,3/29/2019,EXCELLENT POLICE DUTY
950376,5/30/2018,MERITORIOUS POLICE DUTY
950376,10/7/2016,EXCELLENT POLICE DUTY
950376,1/27/2016,EXCELLENT POLICE DUTY
950376,12/19/2015,MERITORIOUS POLICE DUTY
950376,12/2/2015,MERITORIOUS POLICE DUTY
950376,11/25/2015,MERITORIOUS POLICE DUTY
