taxid,date,name
951269,11/11/2015,EXCELLENT POLICE DUTY
951269,11/5/2015,EXCELLENT POLICE DUTY
951269,8/9/2015,EXCELLENT POLICE DUTY
951269,8/5/2015,EXCELLENT POLICE DUTY
951269,6/19/2015,EXCELLENT POLICE DUTY
951269,3/12/2015,EXCELLENT POLICE DUTY
951269,1/22/2015,EXCELLENT POLICE DUTY
951269,10/2/2014,EXCELLENT POLICE DUTY
951269,7/16/2014,EXCELLENT POLICE DUTY
951269,11/29/2013,MERITORIOUS POLICE DUTY
947494,9/18/2021,MERITORIOUS POLICE DUTY
941080,1/21/2009,MERITORIOUS POLICE DUTY
941080,11/23/2007,EXCELLENT POLICE DUTY
941080,10/10/2007,EXCELLENT POLICE DUTY
959250,2/15/2022,MERITORIOUS POLICE DUTY
959250,6/13/2019,EXCELLENT POLICE DUTY
959250,11/30/2018,EXCELLENT POLICE DUTY
959250,11/30/2018,EXCELLENT POLICE DUTY
969371,10/30/2023,MERITORIOUS POLICE DUTY
969371,5/15/2023,MERITORIOUS POLICE DUTY
969371,2/15/2022,EXCELLENT POLICE DUTY
940743,6/1/2012,EXCELLENT POLICE DUTY
940743,4/28/2011,EXCELLENT POLICE DUTY
940743,11/14/2010,EXCELLENT POLICE DUTY
940743,9/25/2010,EXCELLENT POLICE DUTY
955502,2/14/2024,COMMENDATION
945289,7/3/2018,EXCELLENT POLICE DUTY
943819,6/19/2010,EXCELLENT POLICE DUTY
943819,10/2/2009,EXCELLENT POLICE DUTY
943819,8/27/2007,EXCELLENT POLICE DUTY
943820,10/29/2013,MERITORIOUS POLICE DUTY
943820,1/5/2012,MERITORIOUS POLICE DUTY
940744,7/29/2015,EXCELLENT POLICE DUTY
940744,5/1/2009,MERITORIOUS POLICE DUTY
940744,11/19/2007,EXCELLENT POLICE DUTY
927530,9/16/2020,EXCELLENT POLICE DUTY
963281,2/4/2025,EXCELLENT POLICE DUTY
963281,4/12/2023,EXCELLENT POLICE DUTY
963281,4/12/2022,EXCELLENT POLICE DUTY
963281,2/1/2022,EXCELLENT POLICE DUTY
963281,9/9/2020,EXCELLENT POLICE DUTY
963281,5/12/2020,EXCELLENT POLICE DUTY
962109,9/26/2024,EXCELLENT POLICE DUTY
962109,7/8/2021,EXCELLENT POLICE DUTY
962109,2/24/2021,MERITORIOUS POLICE DUTY
962109,12/31/2020,MERITORIOUS POLICE DUTY
962109,10/29/2020,EXCELLENT POLICE DUTY
962109,9/18/2020,MERITORIOUS POLICE DUTY
962109,9/16/2020,EXCELLENT POLICE DUTY
962109,9/16/2020,MERITORIOUS POLICE DUTY
962109,8/25/2020,EXCELLENT POLICE DUTY
962109,8/25/2020,MERITORIOUS POLICE DUTY
962109,8/23/2020,MERITORIOUS POLICE DUTY
962109,7/24/2020,EXCELLENT POLICE DUTY
962109,7/15/2020,EXCELLENT POLICE DUTY
962109,3/29/2020,EXCELLENT POLICE DUTY
962109,1/14/2020,MERITORIOUS POLICE DUTY
962109,12/15/2019,EXCELLENT POLICE DUTY
957172,12/13/2017,EXCELLENT POLICE DUTY
957172,4/3/2016,EXCELLENT POLICE DUTY
957172,12/13/2015,EXCELLENT POLICE DUTY
972265,9/3/2022,EXCELLENT POLICE DUTY
972265,2/14/2022,EXCELLENT POLICE DUTY
972265,2/7/2022,EXCELLENT POLICE DUTY
941143,10/7/2008,EXCELLENT POLICE DUTY
966346,8/17/2019,EXCELLENT POLICE DUTY
966346,8/9/2019,MERITORIOUS POLICE DUTY
933362,9/2/2016,EXCELLENT POLICE DUTY
933362,12/22/2014,MERITORIOUS POLICE DUTY
933362,10/2/2013,EXCELLENT POLICE DUTY
933362,9/21/2013,EXCELLENT POLICE DUTY
933362,9/14/2013,EXCELLENT POLICE DUTY
933362,9/13/2013,EXCELLENT POLICE DUTY
933362,9/8/2013,MERITORIOUS POLICE DUTY
933362,8/29/2013,EXCELLENT POLICE DUTY
933362,8/3/2013,EXCELLENT POLICE DUTY
933362,7/7/2013,EXCELLENT POLICE DUTY
933362,5/31/2013,EXCELLENT POLICE DUTY
933362,5/31/2013,EXCELLENT POLICE DUTY
933362,11/17/2012,MERITORIOUS POLICE DUTY
933362,11/2/2012,EXCELLENT POLICE DUTY
933362,7/22/2012,MERITORIOUS POLICE DUTY
933362,5/30/2012,EXCELLENT POLICE DUTY
933362,5/3/2012,EXCELLENT POLICE DUTY
933362,4/29/2012,EXCELLENT POLICE DUTY
933362,3/31/2012,EXCELLENT POLICE DUTY
933362,3/25/2012,EXCELLENT POLICE DUTY
